tweet_date,the_airline,Vader_com,airline_posts_count,user_followers_count,airline_mentions_count
2019-06-07,EtihadAirways,0.7026142857142857,7.0,653481.0,63.0
2019-06-07,KLM,0.33062246376811594,208.0,2336537.9326923075,1338.0
2019-06-07,Lufthansa,0.36680394736842103,76.0,428653.2894736842,1300.0
2019-06-07,Qantas,0.46785689655172413,58.0,480257.6724137931,72.0
2019-06-07,RyanAir,0.15769958847736626,251.0,414245.76892430277,263.0
2019-06-07,SingaporeanAir,0.6047725806451613,62.0,694821.6935483871,160.0
2019-06-07,VirginAtlantic,0.370080459770115,87.0,599959.8735632184,84.0
2019-06-07,easyJet,0.33446940509915013,435.0,467655.8896551724,375.0
2019-06-08,AirFrance,0.61369375,42.0,339936.71428571426,60.0
2019-06-08,AmericanAir,0.3115331950207469,1446.0,1559594.81604426,138.0
2019-06-08,British_Airways,0.2766404624277457,694.0,1218409.5446685879,452.0
2019-06-08,EtihadAirways,0.53242,10.0,653498.4,44.0
2019-06-08,KLM,0.3777105263157895,376.0,2336475.329787234,1422.0
2019-06-08,Lufthansa,0.33884,90.0,428655.4666666667,1052.0
2019-06-08,Qantas,0.542034375,64.0,480229.78125,58.0
2019-06-08,RyanAir,0.239208,150.0,414232.92,360.0
2019-06-08,SingaporeanAir,0.607190909090909,66.0,694829.8787878788,120.0
2019-06-08,VirginAtlantic,0.26048846153846156,104.0,599931.5576923077,118.0
2019-06-08,easyJet,0.36582441860465115,370.0,467647.52432432433,338.0
2019-06-09,AirFrance,0.5274449999999999,40.0,339964.3,78.0
2019-06-09,AmericanAir,0.26270845665961945,948.0,1559771.5780590717,130.0
2019-06-09,British_Airways,0.23911766561514197,634.0,1218559.952681388,316.0
2019-06-09,EtihadAirways,0.5763636363636363,22.0,653610.5454545454,46.0
2019-06-09,KLM,0.3175875,220.0,2336500.963636364,2118.0
2019-06-09,Lufthansa,0.26044146341463414,82.0,428743.85365853657,650.0
2019-06-09,Qantas,0.5258774193548387,62.0,480249.87096774194,44.0
2019-06-09,RyanAir,0.29861475409836064,122.0,414280.3278688525,280.0
2019-06-09,SingaporeanAir,0.603835294117647,68.0,694972.7647058824,160.0
2019-06-09,VirginAtlantic,0.23520806451612905,124.0,599974.7419354839,76.0
2019-06-09,easyJet,0.3189885,414.0,467696.68599033816,220.0
2019-06-10,AirFrance,0.4554882352941177,39.0,340031.1282051282,66.0
2019-06-10,AmericanAir,0.24318070588235294,425.0,1560199.8870588236,100.0
2019-06-10,British_Airways,0.2312124031007752,389.0,1218756.089974293,268.0
2019-06-10,EtihadAirways,0.4047714285714286,14.0,653758.6428571428,28.0
2019-06-10,KLM,0.3102557894736842,160.0,2336525.80625,2136.0
2019-06-10,Lufthansa,0.2594711538461538,57.0,428865.49122807017,346.0
2019-06-10,Qantas,0.5184068181818181,44.0,480294.63636363635,34.0
2019-06-10,RyanAir,0.24555357142857143,121.0,414373.4132231405,181.0
2019-06-10,SingaporeanAir,0.5900625,24.0,695079.9583333334,114.0
2019-06-10,VirginAtlantic,0.31173333333333336,67.0,600051.6567164179,72.0
2019-06-10,easyJet,0.34767624309392264,207.0,467757.84057971014,188.0
2019-06-11,AirFrance,0.5330916666666666,30.0,340104.5333333333,23.0
2019-06-11,AmericanAir,0.31528083067092655,314.0,1560586.3757961784,54.0
2019-06-11,British_Airways,0.2515164670658683,336.0,1218963.830357143,212.0
2019-06-11,EtihadAirways,0.5081142857142857,8.0,653887.625,21.0
2019-06-11,KLM,0.3486230769230769,116.0,2336562.293103448,896.0
2019-06-11,Lufthansa,0.29823695652173915,46.0,428975.73913043475,292.0
2019-06-11,Qantas,0.5206150943396226,53.0,480350.8679245283,72.0
2019-06-11,RyanAir,0.28267888888888887,93.0,414449.1397849462,97.0
2019-06-11,SingaporeanAir,0.643425,28.0,695168.8214285715,79.0
2019-06-11,VirginAtlantic,0.4550909090909091,57.0,600148.947368421,71.0
2019-06-11,easyJet,0.42604012345679015,191.0,467812.9581151832,273.0
2019-06-12,AirFrance,0.38415757575757575,41.0,340141.8780487805,33.0
2019-06-12,AmericanAir,0.34369374999999996,384.0,1560839.2135416667,63.0
2019-06-12,British_Airways,0.2664450276243094,363.0,1219117.6694214875,163.0
2019-06-12,EtihadAirways,0.6370333333333333,7.0,654010.4285714285,32.0
2019-06-12,KLM,0.3649736842105263,123.0,2336599.0406504064,650.0
2019-06-12,Lufthansa,0.31223170731707317,42.0,429052.0714285714,344.0
2019-06-12,Qantas,0.525748717948718,39.0,480378.53846153844,89.0
2019-06-12,RyanAir,0.240990990990991,114.0,414531.6929824561,121.0
2019-06-12,SingaporeanAir,0.66285,38.0,695263.4736842106,71.0
2019-06-12,VirginAtlantic,0.5824270270270271,76.0,600224.1710526316,60.0
2019-06-12,easyJet,0.2828463917525773,203.0,467856.3448275862,206.0
2019-06-13,AirFrance,0.42173636363636363,17.0,340200.29411764705,28.0
2019-06-13,AmericanAir,0.32422409638554217,498.0,1561074.0401606425,72.0
2019-06-13,British_Airways,0.24213081232493,357.0,1219252.649859944,198.0
2019-06-13,EtihadAirways,0.4918857142857143,7.0,654121.5714285715,35.0
2019-06-13,KLM,0.3234290322580645,104.0,2336620.798076923,735.0
2019-06-13,Lufthansa,0.3544666666666667,45.0,429148.35555555555,306.0
2019-06-13,Qantas,0.4806586956521739,46.0,480425.5652173913,56.0
2019-06-13,RyanAir,0.25802631578947366,96.0,414623.1458333333,107.0
2019-06-13,SingaporeanAir,0.6062676470588235,34.0,695351.1764705882,70.0
2019-06-13,VirginAtlantic,0.36335689655172415,58.0,600290.3448275862,79.0
2019-06-13,easyJet,0.3158961352657005,223.0,467907.3587443946,901.0
2019-06-14,AirFrance,0.3834592592592593,32.0,340236.0,37.0
2019-06-14,AmericanAir,0.33618322580645166,620.0,1561238.3161290323,79.0
2019-06-14,British_Airways,0.2230239534883721,430.0,1219404.7837209303,195.0
2019-06-14,EtihadAirways,0.38795714285714283,7.0,654196.5714285715,29.0
2019-06-14,KLM,0.37057333333333337,100.0,2336610.2,673.0
2019-06-14,Lufthansa,0.17964545454545455,33.0,429215.8787878788,318.0
2019-06-14,Qantas,0.5249686274509804,51.0,480467.8431372549,22.0
2019-06-14,RyanAir,0.28587078651685394,92.0,414695.02173913043,124.0
2019-06-14,SingaporeanAir,0.6202151515151515,33.0,695429.5454545454,58.0
2019-06-14,VirginAtlantic,0.32793333333333335,56.0,600331.25,69.0
2019-06-14,easyJet,0.3194305732484076,183.0,467933.3661202186,261.0
2019-06-15,AirFrance,0.4408628571428571,36.0,340293.25,21.0
2019-06-15,AmericanAir,0.30909638157894737,608.0,1561385.824013158,91.0
2019-06-15,British_Airways,0.2379283378746594,367.0,1219544.3324250681,207.0
2019-06-15,EtihadAirways,0.5557,3.0,654303.3333333334,34.0
2019-06-15,KLM,0.3244674698795181,114.0,2336667.8157894737,653.0
2019-06-15,Lufthansa,0.12390222222222222,46.0,429316.6304347826,298.0
2019-06-15,Qantas,0.44444090909090905,44.0,480533.36363636365,14.0
2019-06-15,RyanAir,0.42548928571428574,143.0,414716.72027972026,96.0
2019-06-15,SingaporeanAir,0.676015625,32.0,695542.71875,51.0
2019-06-15,VirginAtlantic,0.42949901960784315,102.0,600375.4705882353,60.0
2019-06-15,easyJet,0.34265837837837837,195.0,467970.90769230766,110.0
2019-06-16,AirFrance,0.49339999999999995,27.0,340327.77777777775,23.0
2019-06-16,AmericanAir,0.30828150684931505,584.0,1561534.6729452056,78.0
2019-06-16,British_Airways,0.26388,255.0,1219670.811764706,111.0
2019-06-16,EtihadAirways,0.5283333333333333,6.0,654439.1666666666,27.0
2019-06-16,KLM,0.326175,132.0,2336680.643939394,777.0
2019-06-16,Lufthansa,0.3394816326530612,49.0,429369.2448979592,260.0
2019-06-16,Qantas,0.49485526315789474,38.0,480588.3947368421,26.0
2019-06-16,RyanAir,0.4267931297709924,134.0,414772.67164179106,981.0
